v1,v2
spam,call 09095350301 and send our girls into erotic ecstacy just 60pmin to stop texts call 08712460324 nat rate
spam,camera  you are awarded a sipix digital camera call 09061221066 fromm landline delivery within 28 days
spam,a 400 xmas reward is waiting for you our computer has randomly picked you from our loyal mobile customers to receive a 400 reward just call 09066380611
ham,just trying to figure out when im suppose to see a couple different people this week we said wed get together but i didnt set dates
spam,important message this is a final contact attempt you have important messages waiting out our customer claims dept expires 13404 call 08717507382 now
ham,hi mom we might be back later than  ltgt 
spam,datingi have had two of these only started after i sent a text to talk sport radio last week any connection do you think or coincidence
ham,lol oh you got a friend for the dog 
ham,ok is any problem to u frm him wats matter
ham,k ill head out in a few mins see you there
ham,do u konw waht is rael friendship im gving yuo an exmpel jsut ese tihs msg evrey splleing of tihs msg is wrnog bt sitll yuo can raed it wihtuot ayn mitsake goodnight amp have a nice sleepsweet dreams
ham,i cant pick the phone right now pls send a message
ham,i dont want you to leave but im barely doing what i can to stay sane fighting with you constantly isnt helping
spam,the current leading bid is 151 to pause this auction send out customer care 08718726270
spam,free entry to the gr8prizes wkly comp 4 a chance to win the latest nokia 8800 psp or 250 cash every wktxt great to 80878 httpwwwgr8prizescom 08715705022
ham,somebody set up a website where you can play hold em using eve online spacebucks
ham,its sunny in california the weathers just cool
spam,you have 1 new message call 02070836089
ham,i can make it up there squeezed  ltgt  bucks out of my dad
ham,good day to you toopray for meremove the teeth as its painful maintaining other stuff
ham,how are you babes hope your doing ok i had a shit nights sleep i fell asleep at 5im knackered and im dreading work tonight what are thou upto tonight x
ham,how do friends help us in problems they give the most stupid suggestion that lands us into another problem and helps us forgt the previous problem
ham,im at work please call
ham,i will be gentle baby soon you will be taking all  ltgt  inches deep inside your tight pussy
ham,not much no fights it was a good nite
ham,okok okthenwhats ur todays plan
ham,nt joking seriously i told
ham,watching ajith film ah
ham,ooooooh i forgot to tell u i can get on yoville on my phone
ham,all done all handed in dont know if mega shop in asda counts as celebration but thats what im doing
ham,i dont know exactly could you ask chechi
ham,dunno lei shd b driving lor cos i go sch 1 hr oni
ham,as in i want custom officer discount oh
ham,thats necessarily respectful
ham,hi hope you had a good day have a better night
ham,and hes apparently bffs with carly quick now
ham,hard but true how much you show amp  express your love to someonethat much it will hurt when they leave you or you get seperatedud evening
ham,babes i think i got ur brolly i left it in english wil bring it in 2mrw 4 u luv franxx
ham,hi babe its me thanks for coming even though it didnt go that welli just wanted my bed hope to see you soon love and kisses xxx
ham,so gd got free ice cream i oso wan
ham,pls give her prometazine syrup 5mls then  ltgt mins later feed
ham,so how many days since then
ham,dear are you angry i was busy dear
ham,yup he msg me is tat yijue then i tot its my group mate cos we meeting today mah im askin if  leaving earlier or wat mah cos mayb  haf to walk v far
ham, are you in the pub
ham,there is a first time for everything 
ham,daddy shu shu is looking 4 u u wan me 2 tell him ure not in singapore or wat
ham,i ask if u meeting da ge tmr nite
ham,gr8 so how do you handle the victoria island traffic plus whens the album due
ham,nite nite pocay wocay luv u more than n e thing 4eva i promise ring u 2morrowxxxx
ham,east coast
ham,you should get more chicken broth if you want ramen unless theres some i dont know about
ham,my slave i want you to take 2 or 3 pictures of yourself today in bright light on your cell phone bright light
ham,nope i just forgot will show next week
ham,so how are you really what are you up to hows the masters and so on
ham,im at bruce amp fowler now but im in my moms car so i cant park long story
ham,i dont know oh hopefully this month
ham,hi elaine is todays meeting confirmed
ham,ok ksry i knw 2 sivatats y i askd
ham,sorry ill call later
ham,u horrible gal u knew dat i was going out wif him yest n u still come n ask me
ham,otherwise had part time job natuition
ham,oh yeah and my diet just flew out the window
spam,santa calling would your little ones like a call from santa xmas eve call 09058094583 to book your time
ham,you didnt complete your gist oh
ham,er yeah i will b there at 1526 sorry just tell me which pubcafe to sit in and come wen u can
ham,if you can make it any time tonight or whenever you can its cool just text me whenever youre around
ham,if i was i wasnt paying attention
ham,thanx a lot 4 ur help
ham,youre gonna have to be way more specific than that
ham,jesus armand really is trying to tell everybody he can find
ham,im wif him now buying tix lar
ham,mode men or have you left
ham,am slow in using biolas fne
ham,what are youdoing later sar xxx
ham,hey ive booked the 2 lessons on sun liao
ham,thank you do you generally date the brothas
ham,by the way make sure u get train to worc foregate street not shrub hill have fun night x
ham,i thought id get him a watch just cos thats the kind of thing u get4an18th and he loves so much
spam,you have won a guaranteed 32000 award or maybe even 1000 cash to claim ur award call free on 0800  18 its a legitimat efreefone number wat do u think
ham,good morning at the repair shopthe only reason im up at this hour
ham,and thats fine i got enough bud to last most of the night at least
ham,i am back good journey let me know if you need any of the receipts shall i tell you like the pendent
ham,so that takes away some money worries
ham,aight we can pick some up you open before tonight
spam,latest news police station toilet stolen cops have nothing to go on
ham,sac needs to carry on
ham,just sing hu i think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through even things like choosing a phone plan require guidance when in doubt ask especially girls
ham,what hello wats talks email address
ham,except theres a chick with huge boobs
ham,im just wondering what your doing right now
ham,wishing you a beautiful day each moment revealing even more things to keep you smiling do enjoy it
spam,for the most sparkling shopping breaks from 45 per person call 0121 2025050 or visit wwwshortbreaksorguk
ham,arun can u transfr me d amt
ham,sorry ill call later
ham,if you hear a loud scream in about ltgt minutes its cause my gyno will be shoving things up me that dont belong 
spam,december only had your mobile 11mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on 08002986906
ham,ok i thk i got it then u wan me 2 come now or wat
spam,txt call to no 86888  claim your reward of 3 hours talk time to use from your phone now subscribe6gbpmnth inc 3hrs 16 stoptxtstop wwwgambtv
ham,u goin out 2nite
ham,i will treasure every moment we spend together
ham,shall i bring us a bottle of wine to keep us amused only joking ill bring one anyway
spam,httptms widelivecomindex wmlid820554ad0a1705572711firsttruec c ringtone
spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth 3350 only with the scotsman this saturday to stop go2 notxtcouk
spam,urgent last weekends draw shows that you have won 1000 cash or a spanish holiday call now 09050000332 to claim tc rstm sw7 3ss 150ppm
ham,ok lor
ham,i thought slide is enough
ham,yup
ham,well obviously not because all the people in my cool college life went home 
ham,ok lor  reaching then message me
ham,wheres mummys boy  is he being good or bad  is he being positive or negative  why is mummy being made to wait hmmmm
ham,dhoni have luck to win some big titleso we will win
ham,yes princess i want to please you every night your wish is my command
ham,what todaysundaysunday is holidayso no work
